"sublistid","tom","listnum","adate","datetext","alistid","sublistnum","sublisttitle","geography","kat1","kat2","kat3","kat1count","kat2count","kat3count","grif","kind","podp_fin","podp_pb","podp_stalin","podp_molotov","podp_kaganovic","podp_voroshilov","podp_mikoyan","podp_jdanov","podp_ejov","simple"
"498","7","29","0000-00-00","28 марта 1938г.","279","1","Узбекская ССР","","1","1","0","155","10","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"499","7","30","0000-00-00","28 марта 1938г.","280","1","Воронежская область","","1","1","0","79","21","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"500","7","31","0000-00-00","28 марта 1938г.","281","1","Алтайский край","","1","1","0","80","21","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"501","7","32","0000-00-00","28 марта 1938г.","282","1","Новосибирская область","","1","1","0","137","24","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"502","7","33","0000-00-00","28 марта 1938г.","283","1","Красноярский край","","1","1","0","89","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"503","7","35","0000-00-00","28 марта 1938г.","285","1","г.Свободный.Амурская ж.д.","","1","1","0","17","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"504","7","36","0000-00-00","28 марта 1938г.","286","1","Куйбышевская область","","1","1","0","62","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","1"
"505","7","1","0000-00-00","5 марта 1938г.","251","1","Москва-центр","","1","1","0","62","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"506","7","1","0000-00-00","5 марта 1938г.","251","2","Москва.ж.д.им.Дзержинского","","1","0","0","5","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"507","7","2","0000-00-00","5 марта 1938г.","252","1","Москва-центр","","1","1","0","222","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"508","7","2","0000-00-00","5 марта 1938г.","252","2","Московская область","","1","1","0","14","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"509","7","2","0000-00-00","5 марта 1938г.","252","3","Жел.дор.им.Дзержинского","","1","1","0","1","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"510","7","2","0000-00-00","5 марта 1938г.","252","4","Ленинская жел.дор","","1","1","0","12","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"511","7","3","0000-00-00","5 марта 1938г.","253","1","Ленинградская область","","1","1","0","1","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"512","7","3","0000-00-00","5 марта 1938г.","253","2","Саратовская область","","1","1","0","3","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"513","7","3","0000-00-00","5 марта 1938г.","253","3","Тульская область","","1","0","0","2","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"514","7","3","0000-00-00","5 марта 1938г.","253","4","Армянская ССР","","1","0","0","3","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"515","7","3","0000-00-00","5 марта 1938г.","253","5","Оренбургская область","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"516","7","6","0000-00-00","5 марта 1938г.","256","1","Челябинская область","","1","1","0","74","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"517","7","6","0000-00-00","5 марта 1938г.","256","2","г.Челябинск.Юж.Уральск.ж.д.","","1","1","0","19","10","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"518","7","7","0000-00-00","5 марта 1938г.","257","1","г.Казань. Казанская ж.д.","","1","1","0","5","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"519","7","7","0000-00-00","5 марта 1938г.","257","2","Марийская АССР","","1","1","0","18","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"520","7","7","0000-00-00","5 марта 1938г.","257","3","Мордовская АССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"521","7","8","0000-00-00","5 марта 1938г.","258","1","г.Омск. Омская ж.д.","","1","1","0","49","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"522","7","8","0000-00-00","5 марта 1938г.","258","2","Красноярский край","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"523","7","9","0000-00-00","5 марта 1938г.","259","1","Куйбышевская область","","1","1","0","59","8","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"524","7","9","0000-00-00","5 марта 1938г.","259","2","г.Куйбышев. ж.д. им.Куйбышева","","1","0","0","45","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"525","7","10","0000-00-00","5 марта 1938г.","260","1","Воронежская область","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"526","7","10","0000-00-00","5 марта 1938г.","260","2","г.Воронеж. М-Донбасск.ж.д.","","1","0","0","11","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"527","7","10","0000-00-00","5 марта 1938г.","260","3","г.Воронеж Ю-Восточн. ж.д.","","1","1","0","30","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"528","7","15","0000-00-00","5 марта 1938г.","265","1","Архангельская область","","1","1","0","123","14","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"529","7","15","0000-00-00","5 марта 1938г.","265","2","Вологодская область","","1","0","0","19","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"530","7","17","0000-00-00","марта 1938г.","267","1","Украинская ССР","","1","1","0","228","43","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"531","7","17","0000-00-00","марта 1938г.","267","2","г.Днепропетровск-Сталинская ж.д.","","1","1","0","71","7","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"532","7","19","0000-00-00","5 марта 1938г.","269","1","Орджоникидзевский край","","1","1","0","64","13","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"533","7","19","0000-00-00","5 марта 1938г.","269","2","Северо-Осетинская АССР","","1","0","0","5","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"534","7","20","0000-00-00","5 марта 1938г.","270","1","Ленинградская область","","1","1","0","16","9","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"535","7","20","0000-00-00","5 марта 1938г.","270","2","Калининская область","","1","1","0","14","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"536","7","24","0000-00-00","5 марта 1938г.","274","1","Москва-центр","","1","0","0","13","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"537","7","24","0000-00-00","5 марта 1938г.","274","2","Москва-центр (б.сотрудники НКВД)","","1","0","0","4","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"538","7","24","0000-00-00","5 марта 1938г.","274","3","Московская область","","1","1","0","1","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов,Жданов","1","1","1","1","1","1","1","0"
"539","7","26","0000-00-00","28 марта 1938г.","276","1","Москва-центр","","1","1","0","168","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","0"
"540","7","26","0000-00-00","28 марта 1938г.","276","2","Московская область","","1","0","0","47","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","0"
"541","7","26","0000-00-00","28 марта 1938г.","276","3","г.Москва-М.Окружн.ж.д.","","1","0","0","12","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","0"
"542","7","26","0000-00-00","28 марта 1938г.","276","4","г.Калуга-М.Киевск.ж.д.","","1","1","0","17","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","0"
"543","7","34","0000-00-00","28 марта 1938г.","284","1","Украинская ССР","","1","1","0","75","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","0"
"544","7","34","0000-00-00","28 марта 1938г.","284","2","Одесская жел.дор.","","1","1","0","23","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов,Ворошилов","1","1","1","1","1","1","1","0"
"545","8","1","0000-00-00","19 апреля 1938г.","289","1","Москва-центр","","1","0","0","10","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"546","8","4","0000-00-00","19 апреля 1938г.","292","1","Грузинская ССР","","1","0","0","253","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"547","8","6","0000-00-00","19 апреля 1938г.","294","1","Армянская ССР","","1","1","0","69","13","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"548","8","8","0000-00-00","19 апреля 1938г.","296","1","Татарская АССР","","1","1","0","155","18","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"549","8","10","0000-00-00","19 апреля 1938г.","298","1","Вологодская область","","1","1","0","64","22","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"550","8","11","0000-00-00","19 апреля 1938г.","299","1","Челябинская область","","1","1","0","75","19","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"551","8","13","0000-00-00","19 апреля 1938г.","301","1","Сталинград-Сталинградская ж.д.","","1","1","0","34","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"552","8","15","0000-00-00","19 апреля 1938г.","303","1","Свердловская область","","1","1","0","21","4","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Каганович,Жданов,Молотов","1","1","1","1","1","1","1","1"
"553","8","16","0000-00-00","19 апреля 1938г.","304","1","Ростовская область","","1","1","0","78","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"554","8","17","0000-00-00","19 апреля 1938г.","305","1","Орловская область","","1","1","0","18","5","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"555","8","18","0000-00-00","19 апреля 1938г.","306","1","Москва-центр","","1","0","0","16","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"556","8","20","0000-00-00","19 апреля 1938г.","308","1","Новосибирская область","","1","1","0","47","10","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"557","8","21","0000-00-00","19 апреля 1938г.","309","1","Мордовская АССР","","1","1","0","84","15","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"558","8","22","0000-00-00","19 апреля 1938г.","310","1","Курская область","","1","1","0","68","22","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"559","8","23","0000-00-00","19 апреля 1938г.","311","1","г.Куйбышев-Куйбышевская ж.д.","","1","1","0","8","7","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"560","8","24","0000-00-00","19 апреля 1938г.","312","1","Краснодарский край","","1","1","0","168","25","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"561","8","25","0000-00-00","19 апреля 1938г.","313","1","Воронежская область","","1","1","0","72","11","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"562","8","27","0000-00-00","19 апреля 1938г.","315","1","Белорусская ССР","","1","1","0","65","12","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"563","8","28","0000-00-00","19 апреля 1938г.","316","1","Башкирская АССР","","1","1","0","61","6","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"564","8","29","0000-00-00","19 апреля 1938г.","317","1","Архангельская область","","1","1","0","14","1","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","1"
"565","8","31","0000-00-00","3 мая 1938г.","319","1","Челябинская область","","1","1","0","109","4","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"566","8","32","0000-00-00","3 мая 1938г.","320","1","Москва-центр","","1","0","0","8","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Ворошилов","1","1","1","1","1","1","1","1"
"567","8","33","0000-00-00","3 мая 1938г.","321","1","Тамбовская область","","1","1","0","52","18","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"568","8","34","0000-00-00","3 мая 1938г.","322","1","Таджикская ССР","","1","1","0","108","3","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"569","8","35","0000-00-00","3 мая 1938г.","323","1","Северо-Осетинская АССР","","1","1","0","45","6","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"570","8","36","0000-00-00","3 мая 1938г.","324","1","Саратовская область","","1","1","0","172","45","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"571","8","37","0000-00-00","3 мая 1938г.","325","1","Ростовская область","","1","1","0","119","23","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"572","8","38","0000-00-00","3 мая 1938г.","326","1","Кировская область","","1","1","0","22","14","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"573","8","39","0000-00-00","3 мая 1938г.","327","1","г.Воронеж-Юго-Восточная ж.д.","","1","1","0","27","12","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"574","8","40","0000-00-00","3 мая 1938г.","328","1","Башкирская АССР","","1","1","0","50","6","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"575","8","41","0000-00-00","3 мая 1938г.","329","1","Алтайский край","","1","1","0","18","1","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","1"
"576","8","42","0000-00-00","3 мая 1938г.","330","1","Азербайджанская ССР","","1","1","0","176","12","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ) - нет подписи","Сталин,Молотов","1","1","1","1","1","1","1","1"
"577","8","2","0000-00-00","19 апреля 1938г.","290","1","Москва-центр","","1","1","0","331","30","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"578","8","2","0000-00-00","19 апреля 1938г.","290","2","г.Москва-ж.д.им.Дзержинского","","1","0","0","4","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"579","8","2","0000-00-00","19 апреля 1938г.","290","3","г.Москва-М.Окружная ж.д.","","1","1","0","4","2","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"580","8","3","0000-00-00","19 апреля 1938г.","291","1","Москва-центр","","1","1","0","104","7","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"581","8","3","0000-00-00","19 апреля 1938г.","291","2","Московская область","","1","0","0","10","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"582","8","5","0000-00-00","19 апреля 1938г.","293","1","Чечено-Ингушская АССР","","1","1","0","30","10","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"583","8","5","0000-00-00","19 апреля 1938г.","293","2","г.Тбилиси.Закавказская ж.д.","","1","1","0","32","5","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"584","8","5","0000-00-00","19 апреля 1938г.","293","3","Армянская ССР","","1","0","0","2","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"585","8","5","0000-00-00","19 апреля 1938г.","293","4","Марийская АССР","","1","1","0","3","2","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"586","8","5","0000-00-00","19 апреля 1938г.","293","5","Тульская область","","1","0","0","5","0","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"587","8","5","0000-00-00","19 апреля 1938г.","293","6","Кабардино-Балкарская АССР","","1","1","0","2","1","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"588","8","7","0000-00-00","19 апреля 1938г.","295","1","Татарская АССР","","1","1","0","8","2","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"589","8","7","0000-00-00","19 апреля 1938г.","295","2","г.Алма-Ата-Турксиб.ж.д.","","1","1","0","9","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"590","8","7","0000-00-00","19 апреля 1938г.","295","3","Карельская АССР","","1","0","0","3","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"591","8","7","0000-00-00","19 апреля 1938г.","295","4","Ленинградская область","","0","1","0","0","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"592","8","7","0000-00-00","19 апреля 1938г.","295","5","Красноярский край","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"593","8","7","0000-00-00","19 апреля 1938г.","295","6","Узбекская ССР","","1","0","0","1","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"594","8","9","0000-00-00","19 апреля 1938г.","297","1","Вологодская область","","1","1","0","17","3","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"595","8","9","0000-00-00","19 апреля 1938г.","297","2","Тамбовская область","","1","1","0","25","9","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"596","8","9","0000-00-00","19 апреля 1938г.","297","3","Тульская область","","1","1","0","15","11","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"597","8","9","0000-00-00","19 апреля 1938г.","297","4","Киргизская ССР","","1","0","0","21","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"598","8","12","0000-00-00","19 апреля 1938г.","300","1","Украинская ССР","","1","1","0","100","18","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"599","8","12","0000-00-00","19 апреля 1938г.","300","2","ст.Ясиноватая-Юж.Донец.ж.д.","","1","1","0","41","7","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"600","8","14","0000-00-00","19 апреля 1938г.","302","1","Смоленская область","","1","0","0","15","0","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"601","8","14","0000-00-00","19 апреля 1938г.","302","2","Смоленск-Западная ж.д.","","1","1","0","29","6","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"602","8","19","0000-00-00","19 апреля 1938г.","307","1","Новосибирская область","","1","1","0","176","36","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"603","8","19","0000-00-00","19 апреля 1938г.","307","2","г.Новосибирск. Томская ж.д.","","1","1","0","28","3","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
"604","8","26","0000-00-00","19 апреля 1938г.","314","1","Белорусская ССР","","1","1","0","38","1","0","","0","Цесарский (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов,Каганович,Жданов","1","1","1","1","1","1","1","0"
